text_asli,removed_noise,removed_alay,removed_stopwords,label
memulai hidup baru (new normal) seperti menyusun warna warna pada rubick yang tidak beraturan.,memulai hidup baru (new normal) seperti menyusun warna warna pada rubick yang tidak beraturan.,memulai hidup baru (new normal) seperti menyusun warna warna pada rubick yang tidak beraturan.,hidup ( ) menyusun warna warna rubick beraturan .,positif
"@merdekadotcom @infomalang malang wes normal...gk perlh new"" an kasep.","malang wes normal...gk perlh new"" an kasep.","malang wes normal...gk perlh new"" an kasep.","malang wes ... gk perlh "" an kasep .",netral
"#opini - almer sidqi - new normal, perjudian negara menghadapi pandemi - https://t.co/zc5fguvrr4 https://t.co/sicbnsqzar","#opini - almer sidqi - normal, perjudian negara menghadapi pandemi -","#opini - almer sidqi - normal, perjudian negara menghadapi pandemi -","#opini - almer sidqi - , perjudian negara menghadapi pandemi -",netral
lagi mencoba menikmati jd anker di new normal ini :),lagi mencoba menikmati jd anker di ini :),lagi mencoba menikmati jadi anker di ini :),mencoba menikmati anker :),netral
"nantikan live streaming
buka suara ""new normal, bisakah bangkitkan ekonomi ri?""

narasumber: gita wirjawan, menteri perdagangan ri (2011-2014)
host: dusep malik, redaktur ekonomi viva

selasa, 9 juni 2020, pukul 14.00 wib

eksklusif di zoom dan youtube channel vivacoid https://t.co/qojt9pxl0y","nantikan live streaming
buka suara ""new normal, bisakah bangkitkan ekonomi ri?""

narasumber: gita wirjawan, menteri perdagangan ri (2011-2014)
host: dusep malik, redaktur ekonomi viva

selasa, 9 juni 2020, pukul 14.00 wib

eksklusif di zoom dan youtube channel vivacoid","nantikan live streaming
buka suara ""new normal, bisakah bangkitkan ekonomi ri?""

narasumber: gita wirjawan, menteri perdagangan ri (2011-2014)
host: dusep malik, redaktur ekonomi viva

selasa, 9 juni 2020, pukul 14.00 wib

eksklusif di zoom dan youtube channel vivacoid","nantikan live streaming 
 buka suara "" , bangkitkan ekonomi ri ? "" 

 narasumber : gita wirjawan , menteri perdagangan ri ( 2011 - 2014 ) 
 host : dusep malik , redaktur ekonomi viva 

 selasa , 9 juni 2020 , 14.00 wib 

 eksklusif zoom youtube channel vivacoid",positif
"@fathulmila @mitiwmm pokoknya ba new normal deng new bbajalang again musti,  wajib.  hahahahahaha 
mumpung..  😆","pokoknya ba deng bbajalang again musti, wajib. hahahahahaha mumpung.. 😆","pokoknya ba deng bbajalang again musti, wajib. hahahahahaha mumpung.. 😆","pokoknya ba deng bbajalang again musti , wajib . hahahahahaha mumpung .. 😆",netral
"bersiap new normal, rskd balikpapan disemprot disinfektan mobil water canon brimob https://t.co/bwzuzgl0hk","bersiap normal, rskd balikpapan disemprot disinfektan mobil water canon brimob","bersiap normal, rskd balikpapan disemprot disinfektan mobil water canon brimob",", rskd balikpapan disemprot disinfektan mobil water canon    brimob",positif
"polri mendukung dan ikut serta dalam menguatkan ketahanan pangan di masa pandemi covid-19 demi menuju indonesia new normal.

#bersatumelawancovid19
#polriuntukindonesia 
#divhumaspolri 
#humaspoldantb 
#humaspolreslobar https://t.co/bjyzyfs3iu","polri mendukung dan ikut serta dalam menguatkan ketahanan pangan di masa pandemi covid-19 demi menuju indonesia normal.

#bersatumelawancovid19
#polriuntukindonesia #divhumaspolri #humaspoldantb #humaspolreslobar","polri mendukung dan ikut serta dalam menguatkan ketahanan pangan di masa pandemi covid-19 demi menuju indonesia normal.

#bersatumelawancovid19
#polriuntukindonesia #divhumaspolri #humaspoldantb #humaspolreslobar","polri mendukung menguatkan ketahanan pangan pandemi covid - 19 indonesia . 

 #bersatumelawancovid19 
 #polriuntukindonesia #divhumaspolri #humaspoldantb #humaspolreslobar",positif
"new normal, kemensos siapkan protokol rapat tata muka https://t.co/uuwyl7in3r","normal, kemensos siapkan protokol rapat tata muka","normal, kemensos siapkan protokol rapat tata muka",", kemensos siapkan protokol rapat tata    muka",positif
@venagbby sekarang new normal jadi cewek yang lamar cowok,sekarang jadi cewek yang lamar cowok,sekarang jadi cewek yang lamar cowok,cewek lamar cowok,netral
"kh ma'ruf amin sebut ada dua hal yang paling menjadi tantangan di masa new normal, apa saja? https://t.co/bfxwlt8bcv","kh ma'ruf amin sebut ada dua hal yang paling menjadi tantangan di masa normal, apa saja?","kah ma'ruf amin sebut ada dua hal yang paling menjadi tantangan di masa normal, apa saja?","kah ma'ruf amin tantangan , ?",netral
"males banget sama new normal :(
ngantor udah ga fleksibel lagi hiks","males banget sama :(
ngantor udah ga fleksibel lagi hiks","malas banget sama :(
ngantor sudah enggak fleksibel lagi hiks","malas :( 
 ngantor fleksibel hiks",negatif
"kapasitas penanganan terbatas, new normal menjadi sekedar old normal re-emerged. sepertinya hukum pasar bebas bekerja, ""selamatkan diri masing-masing"". dan tertawalah para pemikir social darwinism","kapasitas penanganan terbatas, menjadi sekedar old re-emerged. sepertinya hukum pasar bebas bekerja, ""selamatkan diri masing-masing"". dan tertawalah para pemikir social darwinism","kapasitas penanganan terbatas, menjadi sekedar old re-emerged. sepertinya hukum pasar bebas bekerja, ""selamatkan diri masing-masing"". dan tertawalah para pemikir social darwinism","kapasitas penanganan terbatas , sekedar old re - emerged . hukum pasar bebas , "" selamatkan "" . tertawalah pemikir social darwinism",negatif
"@yusufgunawan @infomalang @rachmannordiant @pemkotmalang masih gagal paham saya, masa transisi itu gmana ya? kayakny di malang udh hampir mau menuju new normal","masih gagal paham saya, masa transisi itu gmana ya? kayakny di malang udh hampir mau menuju","masih gagal paham saya, masa transisi itu bagaimana ya? kayakny di malang sudah hampir mau menuju","gagal paham , transisi ? kayakny malang",netral
"deg degan rasanya liat instastory himpunan ttg kebijakan pemerintah terkait covid, pliss lah new normal aja :(
gabetah asli wfh tu ga mudeng apa apaaaa","deg degan rasanya liat instastory himpunan ttg kebijakan pemerintah terkait covid, pliss lah aja :(
gabetah asli wfh tu ga mudeng apa apaaaa","deg degan rasanya lihat instastory himpunan tentang kebijakan pemerintah terkait covid, pliss lah saja :(
gabetah asli wfh itu enggak mudeng apa apaaaa","deg degan lihat instastory himpunan kebijakan pemerintah terkait covid , pliss :( 
 gabetah asli wfh mudeng apaaaa",netral
actually im not ready for the new normal. semangaaat lah buat yang udah masuk kerja 😁😁,actually im not ready for the normal. semangaaat lah buat yang udah masuk kerja 😁😁,actually im not ready for the normal. semangaaat lah buat yang sudah masuk kerja 😁😁,actually im not ready for the . semangaaat masuk kerja 😁 😁,netral
deretan fasilitas touchless di soetta jelang new normal https://t.co/bde7faugww https://t.co/dorrayybav,deretan fasilitas touchless di soetta jelang,deretan fasilitas touchless di soetta jelang,deretan fasilitas touchless soetta jelang,positif
"new normal, jangan lupa cara cuci masker kain yang benar https://t.co/jxon7qlogo https://t.co/cnk0zfxfkt","normal, jangan lupa cara cuci masker kain yang benar","normal, jangan lupa cara cuci masker kain yang benar",", lupa cuci masker kain",positif
@nrnadine_ udah new normal kan ya,udah kan ya,sudah kan ya,,netral
"new-normal atau ab-normal yg lebih tepat?
.
satu2nya yg baik dari new normal hanya perihal protokol menjaga kebersihan...

new-normal is not normal.

#newnormal","new-normal atau ab-normal yg lebih tepat?
.
satu2nya yg baik dari hanya perihal protokol menjaga kebersihan...

new-normal is not normal.

#newnormal","new-normal atau ab-normal yang lebih tepat?
.
satu2nya yang baik dari hanya perihal protokol menjaga kebersihan...

new-normal is not normal.

#newnormal","- ab - ? 
 . 
 satu2nya perihal protokol menjaga kebersihan ... 

 - is not . 

 #newnormal",negatif
"siap hadapi new normal, sucofindo manfaatkan teknologi informasi dan protokol ketat https://t.co/dxdf9puvya @sucofindo @kemenbumn","siap hadapi normal, sucofindo manfaatkan teknologi informasi dan protokol ketat","siap hadapi normal, sucofindo manfaatkan teknologi informasi dan protokol ketat","hadapi , sucofindo manfaatkan teknologi informasi protokol ketat",positif
"oya disini udah ada yang aktivitas diluar rumah? 🤔

coba2 mention sini sambil selfi, tp wajib pake masker, captionnya pendapat/semangat km tentang new normal ya 🙂
#semangatnewnormal","oya disini udah ada yang aktivitas diluar rumah? 🤔

coba2 mention sini sambil selfi, tp wajib pake masker, captionnya pendapat/semangat km tentang ya 🙂
#semangatnewnormal","oya disini sudah ada yang aktivitas diluar rumah? 🤔

coba2 mention sini sambil selfi, tapi wajib pakai masker, captionnya pendapat/semangat kamu tentang ya 🙂
#semangatnewnormal","oya aktivitas diluar rumah ? 🤔 

 coba2 mention selfi , wajib pakai masker , captionnya pendapat / semangat 🙂 
 #semangatnewnormal",positif
tips latih kebiasaan baru di era new normal a la asuransi astra https://t.co/y6zgt3rxqa,tips latih kebiasaan baru di era a la asuransi astra,tips latih kebiasaan baru di era a lah asuransi astra,tips latih kebiasaan era a asuransi    astra,positif
"@kadrun_gl @negativisme @kemenhub151 psbb masih banyak yg melanggar, sudah siapkah masyarakat sama new normal ini? negara lain new normal ketika curva terkendali, kita? jika terpaksa, tugas pemerintah untuk edukasi langsung, tidak sekedar himbauan di medsos. seperti pak ganjar yg datang ke pasar untuk sosialisasi 👌","psbb masih banyak yg melanggar, sudah siapkah masyarakat sama ini? negara lain ketika curva terkendali, kita? jika terpaksa, tugas pemerintah untuk edukasi langsung, tidak sekedar himbauan di medsos. seperti pak ganjar yg datang ke pasar untuk sosialisasi 👌","psbb masih banyak yang melanggar, sudah siapkah masyarakat sama ini? negara lain ketika curva terkendali, kita? jika terpaksa, tugas pemerintah untuk edukasi langsung, tidak sekedar himbauan di medsos. seperti pak ganjar yang datang ke pasar untuk sosialisasi 👌","psbb melanggar , siapkah masyarakat ? negara curva terkendali , ? terpaksa , tugas pemerintah edukasi langsung , sekedar himbauan medsos . ganjar pasar sosialisasi 👌",negatif
daftar relawan jokowi di kursi komisaris bumn karya hingga pns saat new normal menjadi berita populer money https://t.co/qplitckx6y,daftar relawan jokowi di kursi komisaris bumn karya hingga pns saat menjadi berita populer money,daftar relawan jokowi di kursi komisaris bumn karya hingga pns saat menjadi berita populer money,daftar relawan jokowi kursi komisaris bumn karya pns berita populer money,netral
"masa transisi menuju new normal, wako padang imbau warga disiplin protokol kesehatan - idnnews https://t.co/ebu9icxirr","masa transisi menuju normal, wako padang imbau warga disiplin protokol kesehatan - idnnews","masa transisi menuju normal, wako padang imbau warga disiplin protokol kesehatan - idnnews","transisi , wako padang imbau warga disiplin protokol kesehatan - idnnews",positif
"polda jatim - patroli bersepada polwan polres lamongan menjelang new normal di kab lamongan.

polwan polres lamongan dipimpin wakapolres lamongan kompol dies ferra ningtias s.i.k  melakukan patroli bersepeda dan… https://t.co/6id72rjumk","polda jatim - patroli bersepada polwan polres lamongan menjelang di kab lamongan.

polwan polres lamongan dipimpin wakapolres lamongan kompol dies ferra ningtias s.i.k melakukan patroli bersepeda dan…","polda jatim - patroli bersepada polwan polres lamongan menjelang di kab lamongan.

polwan polres lamongan dipimpin wakapolres lamongan kompol dies ferra ningtias s.i.k melakukan patroli bersepeda dan…","polda jatim - patroli bersepada polwan polres lamongan menjelang kab lamongan . 

 polwan polres lamongan dipimpin wakapolres lamongan kompol dies ferra ningtias s.i.k patroli bersepeda …",positif
@ucikohari19 mantaaafff..semoga ada kesempatan setelah new normal (🤭) ini untuk halan2 lagi...sukses mbaa a e👍🙏,mantaaafff..semoga ada kesempatan setelah (🤭) ini untuk halan2 lagi...sukses mbaa a e👍🙏,mantaaafff..semoga ada kesempatan setelah (🤭) ini untuk halan2 lagi...sukses mbak a e👍🙏,mantaaafff .. semoga kesempatan ( 🤭 ) halan2 ... sukses mbak a e 👍 🙏,positif
"• new normal •
sebuah lagu yang di buat untuk tetap menguatkan para medis dan kalian semua yang bertahan di rumah dalam masa pandemi ini. kalian hebat kita hebat tetap sehat. 

full video rilis siang ini di channel… https://t.co/pbu2g2ov1z","• •
sebuah lagu yang di buat untuk tetap menguatkan para medis dan kalian semua yang bertahan di rumah dalam masa pandemi ini. kalian hebat kita hebat tetap sehat. full video rilis siang ini di channel…","• •
sebuah lagu yang di buat untuk tetap menguatkan para medis dan kalian semua yang bertahan di rumah dalam masa pandemi ini. kalian hebat kita hebat tetap sehat. full video rilis siang ini di channel…","• • 
 lagu menguatkan medis bertahan rumah pandemi . hebat hebat sehat . full video rilis siang channel …",positif
"siapa di antara #sobatrbpn yang hari ini mulai aktif lagi masuk kerja ke kantor? 
setelah beberapa waktu kita menjalani kerja dengan sistem work from home akhirnya kita mulai menyambut new normal dengan mendorong… https://t.co/njmaobmch4",siapa di antara #sobatrbpn yang hari ini mulai aktif lagi masuk kerja ke kantor? setelah beberapa waktu kita menjalani kerja dengan sistem work from home akhirnya kita mulai menyambut dengan mendorong…,siapa di antara #sobatrbpn yang hari ini mulai aktif lagi masuk kerja ke kantor? setelah beberapa waktu kita menjalani kerja dengan sistem work from home akhirnya kita mulai menyambut dengan mendorong…,#sobatrbpn aktif masuk kerja kantor ? menjalani kerja sistem work from home menyambut mendorong …,positif
"hey, rek! nk kon kabeh pye rek? new normal iku solusi tepat guna ora?","hey, rek! nk kon kabeh pye rek? iku solusi tepat guna ora?","hey, rek! nk kon kabeh pye rek? iku solusi tepat guna ora?","hey , rek ! nk kon kabeh pye rek ? iku solusi ora ?",netral
[populer money] relawan jokowi di kursi komisaris bumn karya | pns saat new normal https://t.co/utsqy7dfhd,[populer money] relawan jokowi di kursi komisaris bumn karya | pns saat,[populer money] relawan jokowi di kursi komisaris bumn karya | pns saat,[ populer money ] relawan jokowi kursi komisaris bumn karya | pns,netral
"kebiasaan baru di sholat berjamaah era new normal lirik kanan kiri liat motif dan model sejadah sebelah.. 

ah..  bagus nih..
wah ini simple tp kliatan mpuk. 
wah ini bagus tp tllu gede buat dia

hmm..  ai maneh kunaonnn jd mikiran sajadah baturrr...","kebiasaan baru di sholat berjamaah era lirik kanan kiri liat motif dan model sejadah sebelah.. ah.. bagus nih..
wah ini simple tp kliatan mpuk. wah ini bagus tp tllu gede buat dia

hmm.. ai maneh kunaonnn jd mikiran sajadah baturrr...","kebiasaan baru di sholat berjamaah era lirik kanan kiri lihat motif dan model sejadah sebelah.. ah.. bagus nih..
wah ini simple tapi kelihatan mpuk. wah ini bagus tapi tllu gede buat dia

hmm.. ai maneh kunaonnn jadi mikiran sajadah baturrr...","kebiasaan sholat berjamaah era lirik kanan kiri lihat motif model sejadah sebelah .. ah .. bagus .. 
 simple mpuk . bagus tllu gede 

 hmm .. ai maneh kunaonnn mikiran sajadah baturrr ...",netral
@vincentrizky @irfanefes semoga corona pergi dan kembali normal ga perlu new normal :),semoga corona pergi dan kembali ga perlu :),semoga corona pergi dan kembali enggak perlu :),semoga corona pergi :),netral
new normal dan kondisi postmodernitas https://t.co/y3rz4vtifg https://t.co/cbnwddrxlu,dan kondisi postmodernitas,dan kondisi postmodernitas,kondisi postmodernitas,netral
"penerapan new normal, babinsa koramil 08/pulau buaya berikan himbauan pada warga https://t.co/dsiaqo5jhw","penerapan normal, babinsa koramil 08/pulau buaya berikan himbauan pada warga","penerapan normal, babinsa koramil 08/pulau buaya berikan himbauan pada warga","penerapan , babinsa koramil 08 / pulau buaya himbauan warga",positif
"sahabat pmi banjarnegara 
ap aja sih perlengkapan yg wajib kamu bawa saat fase new normal
yuh kepoin spesial buat kamu biar ttp sehat &amp; semangat
@palangmerah @pmijawatengah @sarwapramana @bpbdjateng @budhisarwono @bna_dinkominfo @bpbd_bna @res_bna @kodim0704bna @banjarnegara__ https://t.co/iofvshucfn","sahabat pmi banjarnegara ap aja sih perlengkapan yg wajib kamu bawa saat fase normal
yuh kepoin spesial buat kamu biar ttp sehat &amp;","sahabat pmi banjarnegara apa saja sih perlengkapan yang wajib kamu bawa saat fase normal
yuh kepo spesial buat kamu biar tetap sehat &amp;","sahabat pmi banjarnegara perlengkapan wajib bawa fase 
 yuh kepo spesial biar sehat & amp ;",positif
"#perkasaupdate pt kai daop 7 madiun menyiapkan pedoman new normal angkutan kereta api.

manager humas pt kai (persero) daop 7 madiun ixfan hendriwintoko  mengatakan, beberapa pedoman sudah disiapkan untuk new normal… https://t.co/kvcncvdioj","#perkasaupdate pt kai daop 7 madiun menyiapkan pedoman angkutan kereta api.

manager humas pt kai (persero) daop 7 madiun ixfan hendriwintoko mengatakan, beberapa pedoman sudah disiapkan untuk normal…","#perkasaupdate pt kai daop 7 madiun menyiapkan pedoman angkutan kereta api.

manager humas pt kai (persero) daop 7 madiun ixfan hendriwintoko mengatakan, beberapa pedoman sudah disiapkan untuk normal…","#perkasaupdate pt kai daop 7 madiun pedoman angkutan kereta api . 

 manager humas pt kai ( persero ) daop 7 madiun ixfan hendriwintoko , pedoman disiapkan …",positif
new normal itu ketika aku bisa melihatmu tapi sudah ogah baper lagi.,itu ketika aku bisa melihatmu tapi sudah ogah baper lagi.,itu ketika aku bisa melihatmu tapi sudah ogah bawa perasaan lagi.,melihatmu ogah bawa perasaan .,netral
tempat ibadah di sorong selatan mulai terapkan new normal minggu ini https://t.co/fvudxo0z1o,tempat ibadah di sorong selatan mulai terapkan minggu ini,tempat ibadah di sorong selatan mulai terapkan minggu ini,ibadah sorong selatan terapkan minggu,positif
@akunaupal @mhrdkashaib @nacill_ @augestyr @kenapalucky @daragreyy pantat di jaman new normal,pantat di jaman,pantat di jaman,pantat jaman,netral
@tokopediacare @tokopedia fitur bayar tagihan dan top up biar gak tambahin pusing lagi sementara beradaptasi dengan new normal #sahabatterbaiktoppers,fitur bayar tagihan dan top up biar gak tambahin pusing lagi sementara beradaptasi dengan #sahabatterbaiktoppers,fitur bayar tagihan dan top up biar enggak tambahkan pusing lagi sementara beradaptasi dengan #sahabatterbaiktoppers,fitur bayar tagihan top up biar tambahkan pusing beradaptasi #sahabatterbaiktoppers,netral
"new normal, termasuk hati.","normal, termasuk hati.","normal, termasuk hati.",", hati .",netral
ngumpul ngopi di cafe berkedok new normal kepala bapak kau..,ngumpul ngopi di cafe berkedok kepala bapak kau..,ngumpul ngopi di cafe berkedok kepala bapak kau..,ngumpul ngopi cafe berkedok kepala kau ..,negatif
"menuju new normal, babinsa kendal doyong gencar sosialisasikan protokol kesehatan

demak - pelaksanaan sosialisasi new normal kewarga sebagai salah satu upaya prosedur untuk bekerja atau beraktifitas namun tetap… https://t.co/ara8mkgj5d","menuju normal, babinsa kendal doyong gencar sosialisasikan protokol kesehatan

demak - pelaksanaan sosialisasi kewarga sebagai salah satu upaya prosedur untuk bekerja atau beraktifitas namun tetap…","menuju normal, babinsa kendal doyong gencar sosialisasikan protokol kesehatan

demak - pelaksanaan sosialisasi kewarga sebagai salah satu upaya prosedur untuk bekerja atau beraktifitas namun tetap…",", babinsa kendal doyong gencar sosialisasikan protokol kesehatan 

 demak - pelaksanaan sosialisasi kewarga salah upaya prosedur beraktifitas …",positif
"dalam komsosnya, babinsa sertu nurcholis mengedukasi warga untuk patuhi protokol new normal

demak - ( kodim 0716/demak ), peran aktif babinsa yang merupakan satuan teritorial tni ad paling bawah, yang berhadapan… https://t.co/igiyc61swh","dalam komsosnya, babinsa sertu nurcholis mengedukasi warga untuk patuhi protokol normal

demak - ( kodim 0716/demak ), peran aktif babinsa yang merupakan satuan teritorial tni ad paling bawah, yang berhadapan…","dalam komsosnya, babinsa sertu nurcholis mengedukasi warga untuk patuhi protokol normal

demak - ( kodim 0716/demak ), peran aktif babinsa yang merupakan satuan teritorial tni ada paling bawah, yang berhadapan…","komsosnya , babinsa sertu nurcholis mengedukasi warga patuhi protokol 

 demak - ( kodim 0716 / demak ) , peran aktif babinsa satuan teritorial tni , berhadapan …",positif
4 syarat dan kriteria melakukan perjalanan dalam masa adaptasi new normal https://t.co/bxgoolrbjq,4 syarat dan kriteria melakukan perjalanan dalam masa adaptasi,4 syarat dan kriteria melakukan perjalanan dalam masa adaptasi,4 syarat kriteria perjalanan adaptasi,positif
pola tidur pun jadi ikutikutan new normal,pola tidur pun jadi ikutikutan,pola tidur pun jadi ikutikutan,pola tidur ikutikutan,netral
komunitas wuling sambut new normal di panti asuhan https://t.co/tea6ih7a9m,komunitas wuling sambut di panti asuhan,komunitas wuling sambut di panti asuhan,komunitas wuling sambut panti asuhan,positif
@jelitains seneng sih new normal tp masih parno. yaudah sih :(,seneng sih tp masih parno. yaudah sih :(,senang sih tapi masih parno. yaudah sih :(,senang parno . yaudah :(,negatif
"jadi surabaya raya ikutan new normal ya? yakin? penduduk korea yg segitu taatnya aja nambah korban lagi, apalagi surabaya raya yg penduduknya ... ah sudahlah ~","jadi surabaya raya ikutan ya? yakin? penduduk korea yg segitu taatnya aja nambah korban lagi, apalagi surabaya raya yg penduduknya ... ah sudahlah ~","jadi surabaya raya ikutan ya? yakin? penduduk korea yang segitu taatnya saja menambah korban lagi, apalagi surabaya raya yang penduduknya ... ah sudahlah ~","surabaya raya ikutan ? ? penduduk korea segitu taatnya menambah korban , surabaya raya penduduknya ... ah ~",negatif
kaka slank ajak masyarakat sambut new normal dengan sukacita dan ajak masyarakat terus berkarya. #slank #kaka #newnormal  https://t.co/5lqxql1p4r,kaka slank ajak masyarakat sambut dengan sukacita dan ajak masyarakat terus berkarya. #slank #kaka #newnormal,kakak slank ajak masyarakat sambut dengan sukacita dan ajak masyarakat terus berkarya. #slank #kaka #newnormal,kakak slank ajak masyarakat sambut sukacita ajak masyarakat berkarya . #slank #kaka #newnormal,positif
"oke kembali ke rutinitas seperti biasa lagi , masuk kantor jam 7 lagi ""new normal"" 😥","oke kembali ke rutinitas seperti biasa lagi , masuk kantor jam 7 lagi ""new normal"" 😥","oke kembali ke rutinitas seperti biasa lagi , masuk kantor jam 7 lagi ""new normal"" 😥","oke rutinitas , masuk kantor jam 7 "" "" 😥",netral
"mo nanya, dgn angka positif corona di-indonesia yg terus naik, apakah efektif diberlakukannya fase2 new normal? dgn masyarakatnya yg sebagian besar jg penganut bodoamat, apakah aman utk kita yg self-love ini menerapkan new normal? #indonesiamelawancovid19 #newnormal2020","mo nanya, dgn angka positif corona di-indonesia yg terus naik, apakah efektif diberlakukannya fase2 normal? dgn masyarakatnya yg sebagian besar jg penganut bodoamat, apakah aman utk kita yg self-love ini menerapkan normal? #indonesiamelawancovid19 #newnormal2020","mau nanya, dengan angka positif corona di-indonesia yang terus naik, apakah efektif diberlakukannya fase2 normal? dengan masyarakatnya yang sebagian besar juga penganut bodoamat, apakah aman untuk kita yang self-love ini menerapkan normal? #indonesiamelawancovid19 #newnormal2020","nanya , angka positif corona - indonesia , efektif diberlakukannya fase2 ? masyarakatnya penganut bodoamat , aman self - love menerapkan ? #indonesiamelawancovid19 #newnormal2020",negatif
@pt_transjakarta logika terbalik kerja di new normal tapi angkutan umum jadi abnormal karena dikurangi rute dan jumlah,logika terbalik kerja di tapi angkutan umum jadi abnormal karena dikurangi rute dan jumlah,logika terbalik kerja di tapi angkutan umum jadi abnormal karena dikurangi rute dan jumlah,logika terbalik kerja angkutan abnormal dikurangi rute,negatif
menjaga minat konsumen untuk tetap stabil akan membuat #pasartradisional semakin dicintai warga. pun saat masa pandemi covid-19 menuju ‘new normal’. tulisan apik dari #gunawannu. https://t.co/kcqah6fact #jogja,menjaga minat konsumen untuk tetap stabil akan membuat #pasartradisional semakin dicintai warga. pun saat masa pandemi covid-19 menuju ‘new normal’. tulisan apik dari #gunawannu. #jogja,menjaga minat konsumen untuk tetap stabil akan membuat #pasartradisional semakin dicintai warga. pun saat masa pandemi covid-19 menuju ‘new normal’. tulisan apik dari #gunawannu. #jogja,menjaga minat konsumen stabil #pasartradisional dicintai warga . pandemi covid - 19 ‘ ’ . tulisan apik #gunawannu . #jogja,positif
"lakukan perjalanan di era new normal, ini syarat dan aturannya https://t.co/cawpggsrnn","lakukan perjalanan di era normal, ini syarat dan aturannya","lakukan perjalanan di era normal, ini syarat dan aturannya","lakukan perjalanan era , syarat aturannya",positif
@siwonchoi new normal: ngumpul sm diri sendiri,normal: ngumpul sm diri sendiri,normal: ngumpul sama diri sendiri,: ngumpul,netral
"@tempodotco @alvinlie21 new normal tapi kasus masih terus meningkat. tidak seimbang antara percepatan ekonomi dan nyawa manusia. pengusaha mikirin usahanya tapi klo semua pekerjanya kena covid baru bingung..
nanti ada psbb jilid ii","tapi kasus masih terus meningkat. tidak seimbang antara percepatan ekonomi dan nyawa manusia. pengusaha mikirin usahanya tapi klo semua pekerjanya kena covid baru bingung..
nanti ada psbb jilid ii","tapi kasus masih terus meningkat. tidak seimbang antara percepatan ekonomi dan nyawa manusia. pengusaha memikirkan usahanya tapi kalo semua pekerjanya kena covid baru bingung..
nanti ada psbb jilid ii","meningkat . seimbang percepatan ekonomi nyawa manusia . pengusaha memikirkan usahanya pekerjanya kena covid bingung .. 
 psbb jilid ii",negatif
semoga jelang new normal semua akan menjadi lebih baik,semoga jelang semua akan menjadi lebih baik,semoga jelang semua akan menjadi lebih baik,semoga jelang,positif
daerah kalian udah diterapin new normal blm? atau masih psbb? — krng taw deh https://t.co/t8sjlidfxx,daerah kalian udah diterapin blm? atau masih psbb? — krng taw deh,daerah kalian sudah diterapin blm? atau masih psbb? — kurang tau deh,daerah diterapin blm ? psbb ? — tau deh,netral
"walikota surabaya, tri rismaharini minta warga menghormati dan mentaati protokol kesehatan yang sudah dibuat pemerintah. #adaptasinewnormal

https://t.co/rkibuhiqnd https://t.co/fq7jhc3l8l","walikota surabaya, tri rismaharini minta warga menghormati dan mentaati protokol kesehatan yang sudah dibuat pemerintah.","walikota surabaya, tri rismaharini meminta warga menghormati dan mentaati protokol kesehatan yang sudah dibuat pemerintah.","walikota surabaya , tri rismaharini warga menghormati mentaati protokol kesehatan pemerintah .",positif
komite cipta kerja masih mengkaji terkait kapan pelatihan offline yang akan disediakan pada program kartu prakerja di masa new normal. https://t.co/hscjnq1hbc,komite cipta kerja masih mengkaji terkait kapan pelatihan offline yang akan disediakan pada program kartu prakerja di masa normal.,komite cipta kerja masih mengkaji terkait kapan pelatihan offline yang akan disediakan pada program kartu prakerja di masa normal.,komite cipta kerja mengkaji terkait pelatihan offline disediakan program kartu prakerja .,positif
"jelang new normal, bupati kembali ingatkan patuhi protokol kesehatan: rakyat news, luwu timur – bupati luwu timur h. m. thoriq husler kembali mengingatkan masyarakat untuk tetap […] https://t.co/yviqh9o06q #rakyatdotnews #referensiterkini #rakyatnews https://t.co/fokd6biqtx","jelang normal, bupati kembali ingatkan patuhi protokol kesehatan: rakyat news, luwu timur – bupati luwu timur h. m. thoriq husler kembali mengingatkan masyarakat untuk tetap […] #rakyatdotnews #referensiterkini #rakyatnews","jelang normal, bupati kembali ingatkan patuhi protokol kesehatan: rakyat news, luwu timur – bupati luwu timur h. m. thoriq husler kembali mengingatkan masyarakat untuk tetap […] #rakyatdotnews #referensiterkini #rakyatnews","jelang , bupati ingatkan patuhi protokol kesehatan : rakyat news , luwu timur –    bupati luwu timur h. m. thoriq husler masyarakat    [ … ] #rakyatdotnews #referensiterkini #rakyatnews",positif
"new normal, jam tidur ku normal kembali yeaaay","normal, jam tidur ku kembali yeaaay","normal, jam tidur ku kembali yeaaay",", jam tidur ku yeaaay",netral
"semangat pagi indonesia, semangat pagi saudara-saudaraku sebangsa setanah air. mari kita jalani masa transisi menuju new normal dengan selalu cuci tangan, pakai masker, jaga jarak, hidup sehat. mari olahraga pagi. @1802_kimmi 
@gugustugas_wsb 
@kemenkesri 
#indonesiasehat","semangat pagi indonesia, semangat pagi saudara-saudaraku sebangsa setanah air. mari kita jalani masa transisi menuju dengan selalu cuci tangan, pakai masker, jaga jarak, hidup sehat. mari olahraga pagi. #indonesiasehat","semangat pagi indonesia, semangat pagi saudara-saudaraku sebangsa setanah air. mari kita jalani masa transisi menuju dengan selalu cuci tangan, pakai masker, jaga jarak, hidup sehat. mari olahraga pagi. #indonesiasehat","semangat pagi indonesia , semangat pagi saudara - saudaraku sebangsa setanah air . mari jalani transisi cuci tangan , pakai masker , jaga jarak , hidup sehat . mari olahraga pagi . #indonesiasehat",positif
