text_asli,removed_noise,removed_alay,removed_stopwords,label
"meskipun pemerintah mulai memberlakukan masa transisi menuju new normal sejak senin (1/6) lalu.  namun, wisata populer kampung warna-warni di kota malang masih memilih untuk tutup sementara waktu hingga pandemi… https://t.co/opouhk3tjq","meskipun pemerintah mulai memberlakukan masa transisi menuju sejak senin (1/6) lalu. namun, wisata populer kampung warna-warni di kota malang masih memilih untuk tutup sementara waktu hingga pandemi…","meskipun pemerintah mulai memberlakukan masa transisi menuju sejak senin (1/6) lalu. namun, wisata populer kampung warna-warni di kota malang masih memilih untuk tutup sementara waktu hingga pandemi…","pemerintah memberlakukan transisi senin ( 1 / 6 ) . , wisata populer kampung warna-warni kota malang memilih tutup pandemi …",netral
sultan tak ingin terburu-buru terapkan new normal di diy https://t.co/o9vmhi7dv7,sultan tak ingin terburu-buru terapkan di diy,sultan tak ingin terburu-buru terapkan di diy,sultan terburu-buru terapkan diy,netral
menristek dorong startup ciptakan model bisnis baru saat new normal https://t.co/gve1dmvon4,menristek dorong startup ciptakan model bisnis baru saat,menristek dorong startup ciptakan model bisnis baru saat,menristek dorong startup ciptakan model bisnis,netral
pemerintah memprioritaskan enam enam bidang usaha untuk penerapan perdana protokol kegiatan baru alias new normal di sektor pelancongan https://t.co/mvf3pj16yy,pemerintah memprioritaskan enam enam bidang usaha untuk penerapan perdana protokol kegiatan baru alias di sektor pelancongan,pemerintah memprioritaskan enam enam bidang usaha untuk penerapan perdana protokol kegiatan baru alias di sektor pelancongan,pemerintah memprioritaskan enam enam bidang usaha penerapan perdana protokol kegiatan alias sektor pelancongan,netral
hzhzhzhzhhzzhhz ngga new normal aja byk bgt yg bandel 👎🏻 https://t.co/fuhuycmjiv,hzhzhzhzhhzzhhz ngga aja byk bgt yg bandel 👎🏻,hzhzhzhzhhzzhhz enggak saja banyak banget yang bandel 👎🏻,hzhzhzhzhhzzhhz bandel 👎 🏻,negatif
ngerasa aneh nggak sih sama kondisi new normal?,ngerasa aneh nggak sih sama kondisi normal?,merasa aneh enggak sih sama kondisi normal?,aneh kondisi ?,negatif
makan tuh new normal https://t.co/5kpk1vyaxc,makan tuh,makan tuh,makan,negatif
kondisi ekonomi saat ini sudah mulai lesu juga berdampak pada pendapatan warga yang terkena pemutusan hubungan kerja (phk) hingga pekerja harian. https://t.co/cx5m11o1re,kondisi ekonomi saat ini sudah mulai lesu juga berdampak pada pendapatan warga yang terkena pemutusan hubungan kerja (phk) hingga pekerja harian.,kondisi ekonomi saat ini sudah mulai lesu juga berdampak pada pendapatan warga yang terkena pemutusan hubungan kerja (phk) hingga pekerja harian.,kondisi ekonomi lesu berdampak pendapatan warga terkena pemutusan hubungan kerja ( phk ) pekerja harian .,negatif
"@pdi_perjuangan lagu  corona
            dan new normal  
( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan  plan action nya

taati lah protokol kesehatan new normal / normalisasi kehidupan sesuai action plan nya

https://t.co/hwhpcyhtfd","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona ( normalisasi kehidupan ) 

 hasil kajian komprehensiv psbb 
 plan action 

 taati protokol kesehatan / normalisasi kehidupan sesuai action plan",netral
itdc bersiap jalankan skenario the new normal https://t.co/qwcrmw2ghw,itdc bersiap jalankan skenario the,itdc bersiap jalankan skenario the,itdc jalankan skenario the,netral
"@mas_aarii new = hanyar
normal = waras

new normal berarti hanyar waras, mn kita kd suah gila beapa kita menerapkan new normal 🤣",#ERROR!,#ERROR!,#ERROR!,negatif
"lagu  corona
            dan new normal  
( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan  plan action nya

taati lah protokol kesehatan new normal / normalisasi kehidupan sesuai action plan nya

https://t.co/hwhpcyhtfd https://t.co/tgoeutuh40","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona ( normalisasi kehidupan ) 

 hasil kajian komprehensiv psbb 
 plan action 

 taati protokol kesehatan / normalisasi kehidupan sesuai action plan",netral
"webinar kemenpan-rb ""menyongsong new normal dalam penyelenggaraan pelayanan publik"" rabu, 03 juni 2020 pukul 09.00-12.30 wib https://t.co/eobjatllaw","webinar kemenpan-rb ""menyongsong dalam penyelenggaraan pelayanan publik"" rabu, 03 juni 2020 pukul 09.00-12.30 wib","webinar kemenpan-rb ""menyongsong dalam penyelenggaraan pelayanan publik"" rabu, 03 juni 2020 pukul 09.00-12.30 wib","webinar kemenpan-rb "" menyongsong penyelenggaraan pelayanan publik "" rabu , 03 juni 2020 09.00 - 12.30 wib",netral
"lagu  corona
            dan new normal  
( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan  plan action nya

taati lah protokol kesehatan new normal / normalisasi kehidupan sesuai action plan nya

https://t.co/hwhpcyhtfd https://t.co/m7yqofnsnl","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona ( normalisasi kehidupan ) 

 hasil kajian komprehensiv psbb 
 plan action 

 taati protokol kesehatan / normalisasi kehidupan sesuai action plan",netral
@dimasauruse new normal uwoww,uwoww,uwoww,uwoww,netral
"@msahlansip new normal, kebiasaan baru yg berbeda. lebih ke arah kebiasaan hidup sehat","normal, kebiasaan baru yg berbeda. lebih ke arah kebiasaan hidup sehat","normal, kebiasaan baru yang berbeda. lebih ke arah kebiasaan hidup sehat",", kebiasaan berbeda . arah kebiasaan hidup sehat",positif
satlantas polres melawi terus sosialisasikan protokol kesehatan dalam menghadapi new normal life di tengah pandemi covid 19. https://t.co/sibqeoeztq,satlantas polres melawi terus sosialisasikan protokol kesehatan dalam menghadapi life di tengah pandemi covid 19.,satlantas polres melawi terus sosialisasikan protokol kesehatan dalam menghadapi life di tengah pandemi covid 19.,satlantas polres melawi sosialisasikan protokol kesehatan menghadapi life pandemi covid 19 .,netral
"random thought barusan: kalo new normal trus bioskop dibuka berarti apa tiap kursi penonton diberi jeda satu kursi kosong? gandengan tangannya jauh dong, nggak bisa nebeng kepala di pundak......
((padahal kalo nonton ijen tatag))","random thought barusan: kalo trus bioskop dibuka berarti apa tiap kursi penonton diberi jeda satu kursi kosong? gandengan tangannya jauh dong, nggak bisa nebeng kepala di pundak......
((padahal kalo nonton ijen tatag))","random thought barusan: kalo terus bioskop dibuka berarti apa tiap kursi penonton diberi jeda satu kursi kosong? gandengan tangannya jauh dong, enggak bisa nebeng kepala di pundak......
((padahal kalo menonton ijen tatag))","random thought barusan : bioskop dibuka kursi penonton jeda kursi kosong ? gandengan tangannya , nebeng kepala pundak ...... 
 ( ( menonton ijen tatag ) )",netral
@pna9506 batas antara old normal dan new normal masih renggang.,batas antara old dan masih renggang.,batas antara old dan masih renggang.,batas old renggang .,negatif
sebelas indikator utama daerah dapat terapkan new normal https://t.co/sqdvz8babb @kemenbumn @bnpb_indonesia @kemenkesri @perekonomianri,sebelas indikator utama daerah dapat terapkan,sebelas indikator utama daerah dapat terapkan,sebelas indikator utama daerah terapkan,netral
"siap beraktivitas di tengah pandemi, angkasa pura ii rumuskan protokol antisipasi new normal https://t.co/iiuhxs3x5p @angkasapura_2 @kemenbumn @djpu151 @kemenhub151","siap beraktivitas di tengah pandemi, angkasa pura ii rumuskan protokol antisipasi","siap beraktivitas di tengah pandemi, angkasa pura ii rumuskan protokol antisipasi","beraktivitas pandemi , angkasa pura ii rumuskan protokol antisipasi",netral
"selamat pagi sahabat mido!.

era new normal sudah di depan mata, ayo persiapkan diri dengan membawa perlengkapan wajib saat menjalankan tugas sebagai aparatur sipil negara.

@kemenkumhamsumut 
#imigrasijaganegeri 
#imigrasilawancorona 
#sdmunggulimigrasipastimaju https://t.co/ustvbfvrr6","selamat pagi sahabat mido!.

era sudah di depan mata, ayo persiapkan diri dengan membawa perlengkapan wajib saat menjalankan tugas sebagai aparatur sipil #imigrasijaganegeri #imigrasilawancorona #sdmunggulimigrasipastimaju","selamat pagi sahabat mido!.

era sudah di depan mata, ayo persiapkan diri dengan membawa perlengkapan wajib saat menjalankan tugas sebagai aparatur sipil #imigrasijaganegeri #imigrasilawancorona #sdmunggulimigrasipastimaju","selamat pagi sahabat mido ! . 

 era mata , ayo persiapkan membawa perlengkapan wajib menjalankan tugas aparatur sipil #imigrasijaganegeri #imigrasilawancorona #sdmunggulimigrasipastimaju",netral
"normal, lai tabuka, ano ndak masuak..
abnormal, batutuk, nan ano ka masuak..
new normal, tabukak liak, tapi ndak sasuai jo aka no..
alhasil, tetap sen di lua taruh !!!
😀😀😀😀😀😀😀😀😀😀😀","normal, lai tabuka, ano ndak masuak..
abnormal, batutuk, nan ano ka masuak..
new normal, tabukak liak, tapi ndak sasuai jo aka no..
alhasil, tetap sen di lua taruh !!!
😀😀😀😀😀😀😀😀😀😀😀","normal, lai tabuka, ano indak masuak..
abnormal, batutuk, nan ano kak masuak..
new normal, tabukak liak, tapi indak sasuai jo aka no..
alhasil, tetap sen di lua taruh !!!
😀😀😀😀😀😀😀😀😀😀😀",", lai tabuka , ano indak masuak .. 
 abnormal , batutuk , nan ano kak masuak .. 
 , tabukak liak , indak sasuai jo aka no .. 
 alhasil , sen lua taruh ! ! ! 
 😀 😀 😀 😀 😀 😀 😀 😀 😀 😀 😀",
"@gegerriy @achmadikarim normal:
✔️macet ❌corona ❌phk

psbb:
❌macet ✔️corona ✔️phk

new normal:
✔️macet ✔️corona ❌phk","normal:
✔️macet ❌corona ❌phk

psbb:
❌macet ✔️corona ✔️phk

new normal:
✔️macet ✔️corona ❌phk","normal:
✔️macet ❌corona ❌phk

psbb:
❌macet ✔️corona ✔️phk

new normal:
✔️macet ✔️corona ❌phk",": 
 ✔ ️macet ❌ corona ❌ phk 

 psbb : 
 ❌ macet ✔ ️corona ✔ ️phk 

 : 
 ✔ ️macet ✔ ️corona ❌ phk",netral
"2 hari lagi new normal ga tau dah tuh positive bertambah berapa setiap harinya.

gw tetap protect me.","2 hari lagi ga tau dah tuh positive bertambah berapa setiap harinya.

gw tetap protect me.","2 hari lagi enggak tau deh tuh positive bertambah berapa setiap harinya.

gw tetap protect me.","2 tau deh positive bertambah harinya . 

 protect me .",negatif
@darjofess new normal bagi orang2 pekok nder,bagi orang2 pekok nder,bagi orang-orang pekok nder,orang-orang pekok nder,negatif
@yennainai dari kemarin-kemarin new normal kok liat aja banyak berkeliaran.,dari kemarin-kemarin kok liat aja banyak berkeliaran.,dari kemarin-kemarin kok lihat saja banyak berkeliaran.,kemarin - kemarin lihat berkeliaran .,negatif
@nadaays_ gara2 kita sering ngomongin new normal itu nad 😂,gara2 kita sering ngomongin itu nad 😂,gara-gara kita sering mengomongkan itu nad 😂,gara-gara mengomongkan nad 😂,netral
pemprov sumbar minta daerah siapkan protokol wisata era new normal https://t.co/cflofrntvy,pemprov sumbar minta daerah siapkan protokol wisata era,pemprov sumbar meminta daerah siapkan protokol wisata era,pemprov sumbar daerah siapkan protokol wisata era,netral
bangun jam 3 pagi udah jadi new normal.,bangun jam 3 pagi udah jadi normal.,bangun jam 3 pagi sudah jadi normal.,bangun jam 3 pagi .,netral
"@kompastv berkembang dlm psbb. psbb bukn menekan justru meningkat, new normal yg di tawarkn di hiraukan.mungkinkh dmpak trauma yg lbh asyik. https://t.co/gzrellqzld","berkembang dlm psbb. psbb bukn menekan justru meningkat, yg di tawarkn di hiraukan.mungkinkh dmpak trauma yg lbh asyik.","berkembang dalam psbb. psbb bukan menekan justru meningkat, yang di tawarkn di hiraukan.mungkinkh dmpak trauma yang lebih asyik.","berkembang psbb . psbb menekan meningkat , tawarkn hiraukan.mungkinkh dmpak trauma asyik .",negatif
@triindonesia @adityap49711097 tapi kepercayaan masyarakat padamu tentang 2.5 gb hilang min. ganti aja kali ya. new normal kan gituu,tapi kepercayaan masyarakat padamu tentang 2.5 gb hilang min. ganti aja kali ya. kan gituu,tapi kepercayaan masyarakat padamu tentang 2.5 gb hilang min. ganti saja kali ya. kan begitu,kepercayaan masyarakat padamu 2.5 gb hilang min . ganti kali .,negatif
"sambut new normal, kebun binatang ragunan siapkan keset disinfektan https://t.co/k3ksymktbe","sambut normal, kebun binatang ragunan siapkan keset disinfektan","sambut normal, kebun binatang ragunan siapkan keset disinfektan","sambut , kebun binatang ragunan siapkan keset disinfektan",netral
@21sadguy new normal mulai diskon ya😂,mulai diskon ya😂,mulai diskon ya😂,diskon 😂,positif
"#repost foldingbikeindonesia download.ins
---
semoga trend sepeda bukan hanya sekedar saat pandemi, tapi jadi habbit &amp; bagian dari new normal. kita sayangi tubuh dan sayangi bumi, dengan transportasi ramah… https://t.co/5wx2ezoyxe","#repost foldingbikeindonesia download.ins
---
semoga trend sepeda bukan hanya sekedar saat pandemi, tapi jadi habbit &amp; bagian dari normal. kita sayangi tubuh dan sayangi bumi, dengan transportasi ramah…","#repost foldingbikeindonesia download.ins
---
semoga trend sepeda bukan hanya sekedar saat pandemi, tapi jadi habbit &amp; bagian dari normal. kita sayangi tubuh dan sayangi bumi, dengan transportasi ramah…","#repost foldingbikeindonesia download.ins 
 - - - 
 semoga trend sepeda sekedar pandemi , habbit & amp ; . sayangi tubuh sayangi bumi , transportasi ramah …",positif
"buleleng ikuti keputusan pemprov bali untuk normal baru: pemerintah kabupaten buleleng, bali,  akan mengikuti apa pun yang menjadi keputusan pemerintah provinsi bali untuk penerapan kebijakan “new normal” atau normal baru di masing-masing kabupaten dan… https://t.co/niay3j9qep https://t.co/ikztjytakm","buleleng ikuti keputusan pemprov bali untuk baru: pemerintah kabupaten buleleng, bali, akan mengikuti apa pun yang menjadi keputusan pemerintah provinsi bali untuk penerapan kebijakan “new normal” atau baru di masing-masing kabupaten dan…","buleleng ikuti keputusan pemprov bali untuk baru: pemerintah kabupaten buleleng, bali, akan mengikuti apa pun yang menjadi keputusan pemerintah provinsi bali untuk penerapan kebijakan “new normal” atau baru di masing-masing kabupaten dan…","buleleng ikuti keputusan pemprov bali : pemerintah kabupaten buleleng , bali , mengikuti keputusan pemerintah provinsi bali penerapan kebijakan “ ” kabupaten …",netral
@isnainimaq new normal gas jogja ga nihh,gas jogja ga nihh,gas jogja enggak nih,gas jogja,netral
"new normal, ppp minta pemerintah antisipasi ‘badai’ phk kembali https://t.co/ckpegwmhqs","normal, ppp minta pemerintah antisipasi ‘badai’ phk kembali","normal, ppp meminta pemerintah antisipasi ‘badai’ phk kembali",", ppp pemerintah antisipasi ‘ badai ’ phk   ",netral
"baru ingat, 2 bln lalu sempat cuit ttg #newnormal, tp yg lebih dari sekedar jaga jarak dan pakai masker (yg, btw, dua2nya penting ya!). 

new normal di sini bicara ttg paradigma &amp; pendekatan baru dlm memaknai kerja &amp; memahami apa itu produktivitas. https://t.co/2ond6xei1a","baru ingat, 2 bln lalu sempat cuit ttg #newnormal, tp yg lebih dari sekedar jaga jarak dan pakai masker (yg, btw, dua2nya penting ya!). di sini bicara ttg paradigma &amp; pendekatan baru dlm memaknai kerja &amp; memahami apa itu produktivitas.","baru ingat, 2 bulan lalu sempat cuit tentang #newnormal, tapi yang lebih dari sekedar jaga jarak dan pakai masker (yg, btw, dua-duanya penting ya!). di sini bicara tentang paradigma &amp; pendekatan baru dalam memaknai kerja &amp; memahami apa itu produktivitas.",", 2 cuit #newnormal , sekedar jaga jarak pakai masker ( , btw , dua-duanya ! ) . bicara paradigma & amp ; pendekatan memaknai kerja & amp ; memahami produktivitas .",netral
"pemerintah telah menerbitkan peraturan panduan pencegahan covid-19 di perkantoran dan industri, sudah siap kerja rasa new normal belum??

https://t.co/6mselohhll

#tipskerja #pencegahancovid19 #bersatulawancovid19 #tipscegahcovid19  #kmk #menterikesehatan https://t.co/mu36fi7e8o","pemerintah telah menerbitkan peraturan panduan pencegahan covid-19 di perkantoran dan industri, sudah siap kerja rasa #pencegahancovid19 #bersatulawancovid19 #tipscegahcovid19 #kmk #menterikesehatan","pemerintah telah menerbitkan peraturan panduan pencegahan covid-19 di perkantoran dan industri, sudah siap kerja rasa #pencegahancovid19 #bersatulawancovid19 #tipscegahcovid19 #kmk #menterikesehatan","pemerintah menerbitkan peraturan panduan pencegahan covid - 19 perkantoran industri , kerja #pencegahancovid19 #bersatulawancovid19 #tipscegahcovid19 #kmk #menterikesehatan",netral
new normal di kota cirebon https://t.co/5pketc1mvj,di kota cirebon,di kota cirebon,kota cirebon,netral
@andriandinoraa pokoknya setelah new normal aku ga mikir liburan mikir kerja dulu lah,pokoknya setelah aku ga mikir liburan mikir kerja dulu lah,pokoknya setelah aku enggak mikir liburan mikir kerja dulu lah,pokoknya mikir liburan mikir kerja,netral
"new normal tempat ibadah, walkot solo: tak perlu izin dan patuhi protokol kesehatan #newnormal #merahputih  https://t.co/p4x2e2wrep","tempat ibadah, walkot solo: tak perlu izin dan patuhi protokol kesehatan #newnormal #merahputih","tempat ibadah, walkot solo: tak perlu izin dan patuhi protokol kesehatan #newnormal #merahputih","ibadah , walkot solo : izin patuhi protokol kesehatan #newnormal #merahputih",netral
new normal boleh mudik ndak? 😊,boleh mudik ndak? 😊,boleh mudik ndak? 😊,mudik ndak ? 😊,netral
menikmati kemungkinan 2 hari ini terakhir wfh dan mengucapkan selamat datang new normal yg ngeri2 sadap. :s,menikmati kemungkinan 2 hari ini terakhir wfh dan mengucapkan selamat datang yg ngeri2 sadap. :s,menikmati kemungkinan 2 hari ini terakhir wfh dan mengucapkan selamat datang yang ngeri-ngeri sadap. :s,menikmati 2 wfh selamat ngeri-ngeri sadap . : s,negatif
pemprov jawa timur akan memfasilitasi pondok pesantren yang akan mulai melakukan aktivitas dalam koridor new normal di tengah pandemi virus corona. https://t.co/dpa9dxqg4n,pemprov jawa timur akan memfasilitasi pondok pesantren yang akan mulai melakukan aktivitas dalam koridor di tengah pandemi virus corona.,pemprov jawa timur akan memfasilitasi pondok pesantren yang akan mulai melakukan aktivitas dalam koridor di tengah pandemi virus corona.,pemprov jawa timur memfasilitasi pondok pesantren aktivitas koridor pandemi virus corona .,netral
naik roller coaster di era new normal: sendirian &amp; tak boleh teriak https://t.co/vszksvujfx https://t.co/zxtscl80cl,naik roller coaster di era normal: sendirian &amp; tak boleh teriak,naik roller coaster di era normal: sendirian &amp; tak boleh teriak,roller coaster era : & amp ; teriak,netral
"aku mau menjalani new normal, atas virus kehilanganmu https://t.co/vp1qtvm3bw","aku mau menjalani normal, atas virus kehilanganmu","aku mau menjalani normal, atas virus kehilanganmu","menjalani , virus kehilanganmu",netral
@narkosun @aryprasetyo85 klu ini mreka gk ada yg protes ya https://t.co/ugnnxcezvw,klu ini mreka gk ada yg protes ya,kalau ini mereka enggak ada yang protes ya,protes,netral
"⁣⁣⁣
liburan new normal⁣⁣

📍pulau kabung, kalimantan barat @ wisata pulau kabung https://t.co/dmacz7ipni","⁣⁣⁣
liburan normal⁣⁣

📍pulau kabung, kalimantan barat wisata pulau kabung","⁣⁣⁣
liburan normal⁣⁣

📍pulau kabung, kalimantan barat wisata pulau kabung","⁣⁣⁣ 
 liburan normal⁣⁣ 

 📍 pulau kabung , kalimantan barat wisata pulau kabung",netral
"@ahmadhafitah @mas_didiek di era new normal mungkin akan jadi titik balik kai mempensiunkan formasi 2-3 dan kursi berhadapan, momentum yang pas nih..","di era mungkin akan jadi titik balik kai mempensiunkan formasi 2-3 dan kursi berhadapan, momentum yang pas nih..","di era mungkin akan jadi titik balik kai mempensiunkan formasi 2-3 dan kursi berhadapan, momentum yang pas nih..","era titik kai mempensiunkan formasi 2 - 3 kursi berhadapan , momentum pas ..",positif
"tak ada yang new normal untuk saudara muslimah kita, mereka tetap menutup aurat dengan pakaian muslimah, menjaga jarak dengan siapapun selain keluarganya. menjaga kebersihan dengan jaga wudhu. sekali lagi, islam mengajarkan hidup.","tak ada yang untuk saudara muslimah kita, mereka tetap menutup aurat dengan pakaian muslimah, menjaga jarak dengan siapapun selain keluarganya. menjaga kebersihan dengan jaga wudhu. sekali lagi, islam mengajarkan hidup.","tak ada yang untuk saudara muslimah kita, mereka tetap menutup aurat dengan pakaian muslimah, menjaga jarak dengan siapapun selain keluarganya. menjaga kebersihan dengan jaga wudhu. sekali lagi, islam mengajarkan hidup.","saudara muslimah , menutup aurat pakaian muslimah , menjaga jarak keluarganya . menjaga kebersihan jaga wudhu . , islam mengajarkan hidup .",positif
"era new normal yang akan dijalani sebentar lagi akan membuat beberapa hal berubah dan mungkin dalam hal transportasi. menurut pengamat, bajaj bisa menjadi transportasi alternatif pengganti ojol.

#ojol #newnormal 

via @detikoto https://t.co/tmor5pt1qa","era yang akan dijalani sebentar lagi akan membuat beberapa hal berubah dan mungkin dalam hal transportasi. menurut pengamat, bajaj bisa menjadi transportasi alternatif pengganti ojol.

#ojol #newnormal via","era yang akan dijalani sebentar lagi akan membuat beberapa hal berubah dan mungkin dalam hal transportasi. menurut pengamat, bajaj bisa menjadi transportasi alternatif pengganti ojol.

#ojol #newnormal via","era dijalani sebentar berubah transportasi . pengamat , bajaj transportasi alternatif pengganti ojol . 

 #ojol #newnormal via",netral
ganjar memilih tidak gegabah dan berusaha terus menyiapkan masyarakat jawa tengah agar benar-benar siap tentang kewajiban penerapan normal baru itu. https://t.co/qwy33mshbk,ganjar memilih tidak gegabah dan berusaha terus menyiapkan masyarakat jawa tengah agar benar-benar siap tentang kewajiban penerapan baru itu.,ganjar memilih tidak gegabah dan berusaha terus menyiapkan masyarakat jawa tengah agar benar-benar siap tentang kewajiban penerapan baru itu.,ganjar memilih gegabah berusaha masyarakat jawa benar-benar kewajiban penerapan .,netral
"disaat dunia ingin (new) normal,
tidur awak udah gak normal","disaat dunia ingin (new) normal,
tidur awak udah gak","disaat dunia ingin (new) normal,
tidur awak sudah enggak","disaat dunia ( ) , 
 tidur awak",negatif
"@lisaamartatara3 @yanti95004001 yg di manado, buat saya itu setingan , supaya new normal berjalan lancar, seolah covid hanya mainan , tapi kalo mainan , apakah who juga  mainan?  bisa ya bisa gak ,","yg di manado, buat saya itu setingan , supaya berjalan lancar, seolah covid hanya mainan , tapi kalo mainan , apakah who juga mainan? bisa ya bisa gak ,","yang di manado, buat saya itu setingan , supaya berjalan lancar, seolah covid hanya mainan , tapi kalo mainan , apakah who juga mainan? bisa ya bisa enggak ,","manado , setingan , berjalan lancar , covid mainan , mainan , who mainan ? ,",negatif
"ki juru tedak
dolan dewe

kita di rumah saja dan banyak berkarya
sambut new normal

stay at home
ojo do mrengut
ngguyu wae sak teruse

#jogja24 #jogja #jogjahits #explorejogja #berandajogja #inijogja #potretjogja… https://t.co/oxr2s9wzp6","ki juru tedak
dolan dewe

kita di rumah saja dan banyak berkarya
sambut normal

stay at home
ojo do mrengut
ngguyu wae sak teruse

#jogja24 #jogja #jogjahits #explorejogja #berandajogja #inijogja #potretjogja…","ki juru tedak
dolan dewe

kita di rumah saja dan banyak berkarya
sambut normal

stay at home
ojo di mrengut
ngguyu wae sak teruse

#jogja24 #jogja #jogjahits #explorejogja #berandajogja #inijogja #potretjogja…","ki juru tedak 
 dolan dewe 

 rumah berkarya 
 sambut 

 stay at home 
 ojo mrengut 
 ngguyu wae sak teruse 

 #jogja24 #jogja #jogjahits #explorejogja #berandajogja #inijogja #potretjogja …",netral
"new normal?
kelar dah, langsung keluar semuaa
bah ngeyel opo ndak","normal?
kelar dah, langsung keluar semuaa
bah ngeyel opo ndak","normal?
kelar dah, langsung keluar semuaa
bah ngeyel opo indak","? 
 kelar , langsung semuaa 
 bah ngeyel opo indak",negatif
bali jadi yang pertama untuk new normal pariwisata https://t.co/pdgfd48r96,bali jadi yang pertama untuk pariwisata,bali jadi yang pertama untuk pariwisata,bali pariwisata,netral
"road to new normal, pasien corona di lubuklinggau semakin banyak yang sembuh: kasus positif covid-19 asal kota lubuklinggau kembali dinyatakan sembuh terus mengalami penambahan. https://t.co/4dgqcfhok8 https://t.co/itcemtwaj9","road to normal, pasien corona di lubuklinggau semakin banyak yang sembuh: kasus positif covid-19 asal kota lubuklinggau kembali dinyatakan sembuh terus mengalami penambahan.","road tapi normal, pasien corona di lubuklinggau semakin banyak yang sembuh: kasus positif covid-19 asal kota lubuklinggau kembali dinyatakan sembuh terus mengalami penambahan.","road , pasien corona lubuklinggau sembuh : positif covid - 19 kota lubuklinggau dinyatakan sembuh mengalami penambahan .",netral
new normal ini maksudnya nerima covid sebagai penyakit baru?,ini maksudnya nerima covid sebagai penyakit baru?,ini maksudnya menerima covid sebagai penyakit baru?,maksudnya menerima covid penyakit ?,negatif
"#infopolsekbadau
@polsek_badau
...
polri siap menyongsong tatanan kehidupan baru (new normal)

sesuai surat edaran kemenkes no: hk.02.01/menkes/334/2020 tentang protokol pencegahan penularan covid-19 bagi aparat yang melaksanakan tugas pengamanan &amp; penertiban dalam rangka https://t.co/b0fnk25582","siap menyongsong tatanan kehidupan baru (new normal)

sesuai surat edaran kemenkes no: hk.02.01/menkes/334/2020 tentang protokol pencegahan penularan covid-19 bagi aparat yang melaksanakan tugas pengamanan &amp; penertiban dalam rangka","siap menyongsong tatanan kehidupan baru (new normal)

sesuai surat edaran kemenkes no: hk.02.01/menkes/334/2020 tentang protokol pencegahan penularan covid-19 bagi aparat yang melaksanakan tugas pengamanan &amp; penertiban dalam rangka","menyongsong tatanan kehidupan ( ) 

 sesuai surat edaran kemenkes no : hk.02.01 / menkes/334 / 2020 protokol pencegahan penularan covid - 19 aparat melaksanakan tugas pengamanan & amp ; penertiban rangka",netral
"tren kesehatan di era new normal, pembelian makanan dan minuman sehat jadi prioritas https://t.co/qvnqudhuz7 https://t.co/t88di2uaud","tren kesehatan di era normal, pembelian makanan dan minuman sehat jadi prioritas","tren kesehatan di era normal, pembelian makanan dan minuman sehat jadi prioritas","tren kesehatan era , pembelian makanan minuman sehat prioritas",netral
"@sbyfess yah, padahal aku sedang menunggu new normal 😭","yah, padahal aku sedang menunggu 😭","yah, padahal aku sedang menunggu 😭","yah , menunggu 😭",netral
"hari pertama kerja....

berharap new normal, namun malah....

unnormal....","hari pertama kerja....

berharap normal, namun malah....

unnormal....","hari pertama kerja....

berharap normal, namun malah....

unnormal....","kerja .... 

 berharap , .... 

 unnormal ....",negatif
"new normal 'sleep cycle' day 6:
tidur jam stngh 11 bangun jam stngh 5 karena kelaparan. kebangun terus karena kelaparan. 
bagi yang pingin siklus tidur normal pastikan sebelum tidur kondisi fisik capek &amp; perut terisi. 

15 days to go for better life quality.","sleep cycle' day 6:
tidur jam stngh 11 bangun jam stngh 5 karena kelaparan. kebangun terus karena kelaparan. bagi yang pingin siklus tidur pastikan sebelum tidur kondisi fisik capek &amp; perut terisi. 15 days to go for better life quality.","sleep cycle' day 6:
tidur jam stngh 11 bangun jam stngh 5 karena kelaparan. kebangun terus karena kelaparan. bagi yang pengin siklus tidur pastikan sebelum tidur kondisi fisik capek &amp; perut terisi. 15 days tapi go for better life quality."," sleep cycle ' day 6 : 
 tidur jam stngh 11 bangun jam stngh 5 kelaparan . kebangun kelaparan . pengin siklus tidur pastikan tidur kondisi fisik capek & amp ; perut terisi . 15 days go for better life quality .",netral
