text_asli,removed_noise,removed_alay,removed_stopwords,Label
@utmvaniaa lebih ribet dari dulu sih yaaa. sbelum new normal mah cuma ada di dinkes provinsi. tapi dapetin no antreannyaaa allahuakbar banget siiiiih,lebih ribet dari dulu sih yaaa. sbelum mah cuma ada di dinkes provinsi. tapi dapetin no antreannyaaa allahuakbar banget siiiiih,lebih ribet dari dulu sih yaaa. sebelum mah cuma ada di dinkes provinsi. tapi mendapatkan no antreannyaaa allahuakbar banget siiiiih,ribet yaaa . dinkes provinsi . no antreannyaaa allahuakbar siiiiih,negatif
"atasi krisis, new normal selamatkan ekonomi indonesia https://t.co/ztqqpy7wy7","atasi krisis, selamatkan ekonomi indonesia","atasi krisis, selamatkan ekonomi indonesia","atasi krisis , selamatkan ekonomi    indonesia",positif
"gue jujur aja pernah 1x kerumah temen. tp bersalahnya sampe skrg. mangkanya gue selalu nolak kalo ada yg ajak main meskipun pd bilang ""kan udh new normal"" ""mall kan udh pd buka"". pemerintah tuh new normalin supaya ekonomi kembali stabil! bukan berarti hrs keluar main ga jelas!","gue jujur aja pernah 1x kerumah temen. tp bersalahnya sampe skrg. mangkanya gue selalu nolak kalo ada yg ajak main meskipun pd bilang ""kan udh normal"" ""mall kan udh pd buka"". pemerintah tuh normalin supaya ekonomi kembali stabil! bukan berarti hrs keluar main ga jelas!","gue jujur saja pernah 1x kerumah temen. tapi bersalahnya sampai skrg. mangkanya gue selalu nolak kalo ada yang ajak main meskipun pada bilang ""kan sudah normal"" ""mall kan sudah pada buka"". pemerintah tuh normalin supaya ekonomi kembali stabil! bukan berarti harus keluar main enggak jelas!","jujur 1x kerumah temen . bersalahnya . mangkanya nolak ajak main bilang "" "" "" mall buka "" . pemerintah normalin ekonomi stabil ! main !",positif
"@satubsd 1. new normal

2. masker

3. psbb

#giveaway 
#giveawayindonesia
#kuisberhadiah 
#bsdquiz 
#kuisbsd 

mari ikutan gaesss
1. @retno_arist 
2. @ozifaozi16  
3. @nanasubana9 
4. @w4r_1 
5. @aprillavigne15","1. normal

2. masker

3. psbb

#giveaway #giveawayindonesia
#kuisberhadiah #bsdquiz #kuisbsd mari ikutan gaesss
1. 2. 3. 4. 5.","1. normal

2. masker

3. psbb

#giveaway #giveawayindonesia
#kuisberhadiah #bsdquiz #kuisbsd mari ikutan gaesss
1. 2. 3. 4. 5.","1 . 

 2 . masker 

 3 . psbb 

 #giveaway #giveawayindonesia 
 #kuisberhadiah #bsdquiz #kuisbsd mari ikutan gaesss 
 1 . 2 . 3 . 4 . 5 .",positif
sahabat #budidayahebat suasana new normal sdh semakin familiar bagi karyawan/ti bpbaps. salah satunya dg fasilitas zoominar utk keg. sosialisasi pengendalian gratifikasi bpbap situbondo. digitally your work  @edhy_prabowo @s_soebjakto @gemi_triastutik @hartantonono https://t.co/ib41d9faqw,sahabat #budidayahebat suasana sdh semakin familiar bagi karyawan/ti bpbaps. salah satunya dg fasilitas zoominar utk keg. sosialisasi pengendalian gratifikasi bpbap situbondo. digitally your work,sahabat #budidayahebat suasana sudah semakin familiar bagi karyawan/ti bpbaps. salah satunya dengan fasilitas zoominar untuk keg. sosialisasi pengendalian gratifikasi bpbap situbondo. digitally your work,sahabat #budidayahebat suasana familiar karyawan / ti bpbaps . salah satunya fasilitas zoominar keg . sosialisasi pengendalian gratifikasi bpbap situbondo . digitally your work,positif
"cuma emang ngselin sih, kan new normal harusnya dimanpaatinnya ama pegawai kantoran/pekerja lah intinya, bisajadi ntar dipake sama alay alay yg memanfaatkan situasi buat nongki. serba salah jg benerr","cuma emang ngselin sih, kan harusnya dimanpaatinnya ama pegawai kantoran/pekerja lah intinya, bisajadi ntar dipake sama alay alay yg memanfaatkan situasi buat nongki. serba salah jg benerr","cuma memang ngselin sih, kan harusnya dimanpaatinnya sama pegawai kantoran/pekerja lah intinya, bisajadi entar dipakai sama alay alay yang memanfaatkan situasi buat nongki. serba salah juga benar","ngselin , dimanpaatinnya pegawai kantoran / pekerja intinya , bisajadi entar dipakai alay alay memanfaatkan situasi nongki . serba salah",negatif
"coba ya mikir gimana korona mau ilang kalau kemarin aja peningkatannya sampe 1.043 kasus. yg masih mikir ""org ga ada petugas"" ""org udh new normal"" ""org ga kenapa"". yaa tetep ajaa gak ada pembeneran kalau keluarnya tuh main bukan karena kerja!","coba ya mikir gimana korona mau ilang kalau kemarin aja peningkatannya sampe 1.043 kasus. yg masih mikir ""org ga ada petugas"" ""org udh normal"" ""org ga kenapa"". yaa tetep ajaa gak ada pembeneran kalau keluarnya tuh main bukan karena kerja!","coba ya mikir bagaimana korona mau hilang kalau kemarin saja peningkatannya sampai 1.043 kasus. yang masih mikir ""org enggak ada petugas"" ""org sudah normal"" ""org enggak kenapa"". ya tetap saja enggak ada pembeneran kalau keluarnya tuh main bukan karena kerja!","coba mikir korona hilang kemarin peningkatannya 1.043 . mikir "" org petugas "" "" org "" "" org "" . pembeneran keluarnya main kerja !",negatif
"banyak masyarakat yg belum faham apa itu new normal .
bahkan ada sebagian masyarakat yg menganggap new normal sbg kembalinya kebiasaan lama sebelum ada wabah ini.
perlu sosialisasi yg intensif dari pemerintah ttg kebijakan sosial ekonomi ""new normal ini "".
#adaptasinewnormal https://t.co/tt5bgxdkyt","banyak masyarakat yg belum faham apa itu .
bahkan ada sebagian masyarakat yg menganggap sbg kembalinya kebiasaan lama sebelum ada wabah ini.
perlu sosialisasi yg intensif dari pemerintah ttg kebijakan sosial ekonomi ""new ini "".
#adaptasinewnormal","banyak masyarakat yang belum faham apa itu .
bahkan ada sebagian masyarakat yang menganggap sebagai kembalinya kebiasaan lama sebelum ada wabah ini.
perlu sosialisasi yang intensif dari pemerintah tentang kebijakan sosial ekonomi ""new ini "".
#adaptasinewnormal","masyarakat faham . 
 masyarakat menganggap kembalinya kebiasaan wabah . 
 sosialisasi intensif pemerintah kebijakan sosial ekonomi "" "" . 
 #adaptasinewnormal",negatif
pemerintah kembali mengizinkan masyarakat untuk berpergian ke luar daerah. tapi ada sederet syarat ketat jika ingin melakukannya. cek di sini! https://t.co/inm0xpfr44,pemerintah kembali mengizinkan masyarakat untuk berpergian ke luar daerah. tapi ada sederet syarat ketat jika ingin melakukannya. cek di sini!,pemerintah kembali mengizinkan masyarakat untuk berpergian ke luar daerah. tapi ada sederet syarat ketat jika ingin melakukannya. cek di sini!,pemerintah mengizinkan masyarakat berpergian daerah . sederet syarat ketat melakukannya . cek !,positif
anjir udh new normal jg masih aja ga boleh dolen:((((( dasar ebes,anjir udh jg masih aja ga boleh dolen:((((( dasar ebes,anjir sudah juga masih saja enggak boleh dolen:((((( dasar ebes,anjir dolen : ( ( ( ( ( dasar ebes,netral
"jadi kunci new normal, kemenpan-rb bersama kemendagri dorong pemda ciptakan inovasi penanganan covid-19 https://t.co/zhycbqkjex","jadi kunci normal, kemenpan-rb bersama kemendagri dorong pemda ciptakan inovasi penanganan covid-19","jadi kunci normal, kemenpan-rb bersama kemendagri dorong pemda ciptakan inovasi penanganan covid-19","kunci , kemenpan-rb kemendagri dorong pemda ciptakan inovasi penanganan covid - 19",positif
"@tempodotco bacot, saya bingung lebih baik seluruh indonesia new normal, zona merah saja bisa ke tahap new normal dngn alasan ekonomi bkn kesehatan","bacot, saya bingung lebih baik seluruh indonesia normal, zona merah saja bisa ke tahap dngn alasan ekonomi bkn kesehatan","bacot, saya bingung lebih baik seluruh indonesia normal, zona merah saja bisa ke tahap dngn alasan ekonomi bukan kesehatan","bacot , bingung indonesia , zona merah tahap dngn alasan ekonomi kesehatan",negatif
"setiap hari kerjaanku hanya memperhatikan perdebatan di twitter dalam diam. ada yang ributin covid, dokter yang foto depan mobil, literasi meme, stasiun senen baru, new normal, dsb dsb.

pantes kok diem aja tapi lelah..","setiap hari kerjaanku hanya memperhatikan perdebatan di twitter dalam diam. ada yang ributin covid, dokter yang foto depan mobil, literasi meme, stasiun senen baru, normal, dsb dsb.

pantes kok diem aja tapi lelah..","setiap hari kerjaanku hanya memperhatikan perdebatan di twitter dalam diam. ada yang meributkan covid, dokter yang foto depan mobil, literasi meme, stasiun senen baru, normal, dsb dsb.

pantes kok diam saja tapi lelah..","kerjaanku memperhatikan perdebatan twitter diam . meributkan covid , dokter foto mobil , literasi meme , stasiun senen , , dsb dsb. 

 diam lelah ..",netral
"@afuadhabibi gpp, ini normal kan, new normal kan :')","gpp, ini kan, kan :')","gpp, ini kan, kan :')","gpp , , :')",netral
"dukung “new normal”, brimob di balikpapan gencar sebar masker gratis https://t.co/k1umzclkaz","dukung “new normal”, brimob di balikpapan gencar sebar masker gratis","dukung “new normal”, brimob di balikpapan gencar sebar masker gratis","dukung “ ” , brimob balikpapan gencar sebar masker    gratis",positif
"@rfiqnafeedha emmm salah orang bandelnya jugaa yaak,. 

knapa orangnya pada bandel yaa padahal kan udah ada aturan new normal, emang orangnya kurang edukasi atau gimana?","emmm salah orang bandelnya jugaa yaak,. knapa orangnya pada bandel yaa padahal kan udah ada aturan normal, emang orangnya kurang edukasi atau gimana?","emmm salah orang bandelnya juga yaak,. knapa orangnya pada bandel ya padahal kan sudah ada aturan normal, memang orangnya kurang edukasi atau gimana?","emmm salah orang bandelnya yaak , . knapa orangnya bandel aturan , orangnya edukasi gimana ?",negatif
new normal ky hukum rimba,ky hukum rimba,kaya hukum rimba,kaya hukum rimba,negatif
"new normal...
bukankan kita ingin kembali beraktivitas seperti sebelum pandemi?
siapkah kita dengan new normal dengan segala konsekuensi?
cobalah berusaha penuhi semua aturan agar korban tak bertambah setiap… https://t.co/dspzocu9kb","normal...
bukankan kita ingin kembali beraktivitas seperti sebelum pandemi?
siapkah kita dengan dengan segala konsekuensi?
cobalah berusaha penuhi semua aturan agar korban tak bertambah setiap…","normal...
bukankan kita ingin kembali beraktivitas seperti sebelum pandemi?
siapkah kita dengan dengan segala konsekuensi?
cobalah berusaha penuhi semua aturan agar korban tak bertambah setiap…","... 
 bukankan beraktivitas pandemi ? 
 siapkah konsekuensi ? 
 cobalah berusaha penuhi aturan korban bertambah …",positif
"hoax pandemi corona di ciptakan sama orang2 pembenci agar indonesia parno dg corona,. langkah pak @jokowi menuju ""new normal "" dapat mematahkan mereka,..kalau tdk negara bangkruuuttt,...!!!","hoax pandemi corona di ciptakan sama orang2 pembenci agar indonesia parno dg corona,. langkah pak menuju ""new "" dapat mematahkan mereka,..kalau tdk negara bangkruuuttt,...!!!","hoax pandemi corona di ciptakan sama orang-orang pembenci agar indonesia parno dengan corona,. langkah pak menuju ""new "" dapat mematahkan mereka,..kalau tidak negara bangkruuuttt,...!!!","hoax pandemi corona ciptakan orang-orang pembenci indonesia parno corona , . langkah "" "" mematahkan .. negara bangkruuuttt , ... ! ! !",positif
"[ @bangvari ] midweek morning peeps! ayo semangatin new normal kamu rekues di 0811 972 9991

akses lebih gampang dimanapun kapanpun pake #virginapp

nih buat #sdchallenge pagi ini:

alat komunikasi modern diantaranya adalah dibagi menjadi media cetak dan media ...

#bfastshow https://t.co/v9euetqs9z","[ ] midweek morning peeps! ayo semangatin kamu rekues di 0811 972 9991

akses lebih gampang dimanapun kapanpun pake #virginapp

nih buat #sdchallenge pagi ini:

alat komunikasi modern diantaranya adalah dibagi menjadi media cetak dan media ...

#bfastshow","[ ] midweek morning peeps! ayo semangatin kamu rekues di 0811 972 9991

akses lebih gampang dimanapun kapanpun pakai #virginapp

nih buat #sdchallenge pagi ini:

alat komunikasi modern diantaranya adalah dibagi menjadi media cetak dan media ...

#bfastshow","[ ] midweek morning peeps ! ayo semangatin rekues 0811 972 9991 

 akses gampang dimanapun pakai #virginapp 

 #sdchallenge pagi : 

 alat komunikasi modern dibagi media cetak media ... 

 #bfastshow",netral
"@kumparan @christwamea https://t.co/qbgafqtckl
rusak",,,,negatif
gak bisa egois karna mau gamau ya memang hrs new normal. ekonomi juga jatoh bgt org nyari duit mau kemana kalo dirmh aja. ga semua org bisa nyari nafkah dgn cara online kan.,gak bisa egois karna mau gamau ya memang hrs normal. ekonomi juga jatoh bgt org nyari duit mau kemana kalo dirmh aja. ga semua org bisa nyari nafkah dgn cara online kan.,enggak bisa egois karena mau enggak mau ya memang harus normal. ekonomi juga jatuh banget orang mencari duit mau kemana kalo dirumah aja. enggak semua orang bisa mencari nafkah dengan cara online kan.,egois . ekonomi jatuh orang mencari duit kemana dirumah . orang mencari nafkah online .,positif
sebenernya selama new normal ini udh boleh nongkrong di mcd lagi blm sih?,sebenernya selama ini udh boleh nongkrong di mcd lagi blm sih?,sebenarnya selama ini sudah boleh nongkrong di mcd lagi belum sih?,nongkrong mcd ?,netral
"waktu balik dapet sambatan dari sopir travel yg bakal gadapet uang kalo gak kerja, dilain sisi orang yg berkebutuhan cukup nyalah2in adanya diberlakukan “new normal”","waktu balik dapet sambatan dari sopir travel yg bakal gadapet uang kalo gak kerja, dilain sisi orang yg berkebutuhan cukup nyalah2in adanya diberlakukan “new normal”","waktu balik dapat sambatan dari sopir travel yang bakal gadapet uang kalo enggak kerja, dilain sisi orang yang berkebutuhan cukup nyalah2in adanya diberlakukan “new normal”","sambatan sopir travel gadapet uang kerja , dilain sisi orang berkebutuhan nyalah2 in diberlakukan “ ”",negatif
"hadapi new normal, ini langkah tepat saat berbelanja https://t.co/g8c5svqwie","hadapi normal, ini langkah tepat saat berbelanja","hadapi normal, ini langkah tepat saat berbelanja","hadapi , langkah berbelanja",positif
new normal diadakan marah2 tapi pas psbb nongkrong kemana-mana... smh 🙄🙄. toh psbb dan gak psbb gaada bedanya ya mesisan ae.,diadakan marah2 tapi pas psbb nongkrong kemana-mana... smh 🙄🙄. toh psbb dan gak psbb gaada bedanya ya mesisan ae.,diadakan marah-marah tapi pas psbb nongkrong kemana-mana... smh 🙄🙄. toh psbb dan enggak psbb enggak ada bedanya ya mesisan ae.,diadakan marah-marah pas psbb nongkrong kemana-mana ... smh 🙄 🙄 . psbb psbb bedanya mesisan ae .,negatif
"new normal, 6 aturan makan dan minum di kantor ini perlu diperhatikan detik – https://t.co/k0laxsowf9 https://t.co/tvpzpbqopr","normal, 6 aturan makan dan minum di kantor ini perlu diperhatikan detik –","normal, 6 aturan makan dan minum di kantor ini perlu diperhatikan detik –",", 6 aturan makan minum kantor diperhatikan detik –",positif
daftar aturan ketat wira-wiri ke luar kota selama new normal – detikfinance – https://t.co/9f3ttuoqnm https://t.co/uv50qc0zne,daftar aturan ketat wira-wiri ke luar kota selama – detikfinance –,daftar aturan ketat wira-wiri ke luar kota selama – detikfinance –,daftar aturan ketat wira-wiri kota – detikfinance –,positif
"pas psbb jarang ada tugas kerja dibatesin hari gabut santai drumah, giliran new normal masuk krja teruss tugas banyak dong😭😭","pas psbb jarang ada tugas kerja dibatesin hari gabut santai drumah, giliran masuk krja teruss tugas banyak dong😭😭","pas psbb jarang ada tugas kerja dibatesin hari gabut santai drumah, giliran masuk krja terus tugas banyak dong😭😭","pas psbb jarang tugas kerja dibatesin gabut santai drumah , giliran masuk krja tugas 😭 😭",negatif
"@neunelfer_ iya akibat dari stigma dan peraturan korsel yang ""new normal""","iya akibat dari stigma dan peraturan korsel yang ""new normal""","iya akibat dari stigma dan peraturan korsel yang ""new normal""","iya akibat stigma peraturan korsel "" """,negatif
"new normal ini problematis. di satu sisi, banyak yg udah gabisa nahan karena butuh cari uang.

tapi di sisi lainnya, banyak manusia egois dan berprivilege yg nganggep kalo ini semua udah ""balik normal"" shg mengabaikan semua protokol kesehatan.

but still, i hate new normal term.","ini problematis. di satu sisi, banyak yg udah gabisa nahan karena butuh cari uang.

tapi di sisi lainnya, banyak manusia egois dan berprivilege yg nganggep kalo ini semua udah ""balik normal"" shg mengabaikan semua protokol kesehatan.

but still, i hate term.","ini problematis. di satu sisi, banyak yang sudah enggak bisa menahan karena butuh cari uang.

tapi di sisi lainnya, banyak manusia egois dan berprivilege yang nganggep kalo ini semua sudah ""balik normal"" shg mengabaikan semua protokol kesehatan.

but still, i hate term.","problematis . sisi , menahan butuh cari uang . 

 sisi , manusia egois berprivilege nganggep "" "" shg mengabaikan protokol kesehatan . 

 but still , i hate term .",negatif
"hadapi new normal, teknis kbm dipasrahkan ke sekolah https://t.co/tjmlmjer7a","hadapi normal, teknis kbm dipasrahkan ke sekolah","hadapi normal, teknis kbm dipasrahkan ke sekolah","hadapi , teknis kbm dipasrahkan    sekolah",netral
pemprov sumut bersiap menuju new normal https://t.co/hzycrkache,pemprov sumut bersiap menuju new normal,pemprov sumut bersiap menuju new normal,pemprov sumut,positif
"@buguru_paud keadaan yang aku benci adlh bertemu tapi hrs berjarak.
aku tak inginkan ini namun demi kebaikan kamu &amp; aku
aku tak bencimu tapi aku benci corona.
aku juga tak benci new normal 
biar corona hilang dulu , baru kita berpeluk rindu @yeni_setiyawati @yaniezhoe","keadaan yang aku benci adlh bertemu tapi hrs berjarak.
aku tak inginkan ini namun demi kebaikan kamu &amp; aku
aku tak bencimu tapi aku benci corona.
aku juga tak benci biar corona hilang dulu , baru kita berpeluk rindu","keadaan yang aku benci adalah bertemu tapi harus berjarak.
aku tak inginkan ini namun demi kebaikan kamu &amp; aku
aku tak bencimu tapi aku benci corona.
aku juga tak benci biar corona hilang dulu , baru kita berpeluk rindu","benci bertemu berjarak . 
 kebaikan & amp ; 
 bencimu benci corona . 
 benci biar corona hilang , berpeluk rindu",positif
tips daihatsu hadapi new normal https://t.co/tnuk1tlfg7,tips daihatsu hadapi new normal,tips daihatsu hadapi new normal,tips daihatsu hadapi,positif
zodiak-zodiak ini pandai sekali cari uang saat new normal. episode ini merupakan masa keemasan bagi mereka. rintangan selalu bisa diubah menjadi peluang.  #zodaik https://t.co/lvhfraxl4q,zodiak-zodiak ini pandai sekali cari uang saat normal. episode ini merupakan masa keemasan bagi mereka. rintangan selalu bisa diubah menjadi peluang. #zodaik,zodiak-zodiak ini pandai sekali cari uang saat normal. episode ini merupakan masa keemasan bagi mereka. rintangan selalu bisa diubah menjadi peluang. #zodaik,zodiak - zodiak pandai cari uang . episode keemasan . rintangan diubah peluang . #zodaik,positif
"forkopimcam sepatan melaksanakan pencanangan kampung sehat di kampung tangguh menuju tatanan hidup baru (new normal), senin (08/06/20).
_
#protokolkesehatan #kampungsehat #kampungtangguh #gmp2 #covid19 #pakaimasker #jagajarak #cucitangan #bersamalawancorona https://t.co/alvl79v3v9","forkopimcam sepatan melaksanakan pencanangan kampung sehat di kampung tangguh menuju tatanan hidup baru (new normal), senin (08/06/20).
_
#protokolkesehatan #kampungsehat #kampungtangguh #gmp2 #covid19 #pakaimasker #jagajarak #cucitangan #bersamalawancorona","forkopimcam sepatan melaksanakan pencanangan kampung sehat di kampung tangguh menuju tatanan hidup baru (new normal), senin (08/06/20).
_
#protokolkesehatan #kampungsehat #kampungtangguh #gmp2 #covid19 #pakaimasker #jagajarak #cucitangan #bersamalawancorona","forkopimcam sepatan melaksanakan pencanangan kampung sehat kampung tangguh tatanan hidup ( ) , senin ( 08 / 06 / 20 ) . 
 _ 
 #protokolkesehatan #kampungsehat #kampungtangguh #gmp2 #covid19 #pakaimasker #jagajarak #cucitangan #bersamalawancorona",positif
@rfiqnafeedha ohhh jadi kenaikan kasus nya bukan karena new normal tapi karena swabtest itu mbak yaa?,ohhh jadi kenaikan kasus nya bukan karena tapi karena swabtest itu mbak yaa?,ohhh jadi kenaikan kasus nya bukan karena tapi karena swabtest itu mbak yaa?,ohhh kenaikan swabtest mbak yaa ?,positif
bank mandiri akan lebih fokus pada digital banking untuk menghadapi new normal https://t.co/xegmtrldyj,bank mandiri akan lebih fokus pada digital banking untuk menghadapi,bank mandiri akan lebih fokus pada digital banking untuk menghadapi,bank mandiri fokus digital banking menghadapi,positif
di new normal gigs anak metal gimana ya? apa vokalis nya ga boleh scream sama growl gitu? 😣,di gigs anak metal gimana ya? apa vokalis nya ga boleh scream sama growl gitu? 😣,di gigs anak metal bagaimana ya? apa vokalis nya enggak boleh scream sama growl gitu? 😣,gigs anak metal ? vokalis scream growl gitu ? 😣,netral
""".... wisata air ini dibuka sejak 2 hari lalu guna menyambut new normal.....""

me : pffffffffffffffffffffffffft",""".... wisata air ini dibuka sejak 2 hari lalu guna menyambut normal.....""

me : pffffffffffffffffffffffffft",""".... wisata air ini dibuka sejak 2 hari lalu guna menyambut normal.....""

me : pffffffffffffffffffffffffft",""" .... wisata air dibuka 2 menyambut ..... "" 

 me : pffffffffffffffffffffffffft",negatif
"new normal kok malah liburan, dibilangin malah dikira saya iri kurang piknik, tuh liat matamu tembus 1000. 

susah kalo ngomongin orang yang kupingnya udh ditutupin setan budek. https://t.co/viynmzw1zi","kok malah liburan, dibilangin malah dikira saya iri kurang piknik, tuh liat matamu tembus 1000. susah kalo ngomongin orang yang kupingnya udh ditutupin setan budek.","kok malah liburan, dibilangin malah dikira saya iri kurang piknik, tuh lihat matamu tembus 1000. susah kalo mengomongkan orang yang kupingnya sudah ditutupi setan budek.","liburan , dibilangin iri piknik , lihat matamu tembus 1000 . susah mengomongkan orang kupingnya ditutupi setan budek .",negatif
@candraasmara85 @wantahgdn ya ellah menolak new normal... gak usah keluar gitu sj ribet amat.. hidupnya,ya ellah menolak normal... gak usah keluar gitu sj ribet amat.. hidupnya,ya ellah menolak normal... enggak usah keluar begitu saja ribet amat.. hidupnya,ellah menolak ... ribet .. hidupnya,negatif
"@adry_sibur @mubarokadam1 ya juga ya. logikanya, masa jomblo bisa nerapin new normal klo belum nikah? absurd, kan? 😊😄","ya juga ya. logikanya, masa jomblo bisa nerapin klo belum nikah? absurd, kan? 😊😄","ya juga ya. logikanya, masa jomblo bisa nerapin kalo belum nikah? absurd, kan? 😊😄",". logikanya , jomblo nerapin nikah ? absurd , ? 😊 😄",netral
"@kamarsempid @ditashhrso new normal bukan berarti membebaskan orang untuk seenaknya keluar rumah. new normal hanya untuk mereka yg harus bekerja agar perekonomian ttp berputar atau untuk orang yg memiliki kepentingan. nah kalo kerja engga, punya kepentingan juga engga lalu kenapa harus ikut keluar rumah","bukan berarti membebaskan orang untuk seenaknya keluar rumah. hanya untuk mereka yg harus bekerja agar perekonomian ttp berputar atau untuk orang yg memiliki kepentingan. nah kalo kerja engga, punya kepentingan juga engga lalu kenapa harus ikut keluar rumah","bukan berarti membebaskan orang untuk seenaknya keluar rumah. hanya untuk mereka yang harus bekerja agar perekonomian tetap berputar atau untuk orang yang memiliki kepentingan. nah kalo kerja engga, punya kepentingan juga enggak lalu kenapa harus ikut keluar rumah","membebaskan orang rumah . perekonomian berputar orang memiliki kepentingan . kerja engga , kepentingan rumah",positif
"hadiri pembagian bansos, kapolres kepulauan yapen sosialisasikan new normal kepada para tokoh kampung. #indonesiacintapapua #papua opm https://t.co/fcl4ptwycl","hadiri pembagian bansos, kapolres kepulauan yapen sosialisasikan kepada para tokoh kampung. #indonesiacintapapua #papua opm","hadiri pembagian bansos, kapolres kepulauan yapen sosialisasikan kepada para tokoh kampung. #indonesiacintapapua #papua opm","hadiri pembagian bansos , kapolres kepulauan yapen sosialisasikan tokoh kampung . #indonesiacintapapua #papua opm",positif
"bentar lagi new normal 🥳
gaada alasan buat rebahan lagi deh, 🥴","bentar lagi 🥳
gaada alasan buat rebahan lagi deh, 🥴","bentar lagi 🥳
gaada alasan buat rebahan lagi deh, 🥴","bentar 🥳 
 alasan rebahan deh , 🥴",netral
kapolsek kepulauan yapen sosialisasikan new normal kepada para tokoh kampung. #indonesiacintapapua #papua opm https://t.co/k21nmcrjx8,kapolsek kepulauan yapen sosialisasikan kepada para tokoh kampung. #indonesiacintapapua #papua opm,kapolsek kepulauan yapen sosialisasikan kepada para tokoh kampung. #indonesiacintapapua #papua opm,kapolsek kepulauan yapen sosialisasikan tokoh kampung . #indonesiacintapapua #papua opm,positif
"soft strategy in the new normal

new normal adalah sebuah istilah yang digunakan dalam kondisi setelah reda covid 19 dengan segala lifestyle baru dari bisnis hingga sosial

semuanya terkejut dengan berbagai kondisi… https://t.co/96mulzycse","soft strategy in the normal

new adalah sebuah istilah yang digunakan dalam kondisi setelah reda covid 19 dengan segala lifestyle baru dari bisnis hingga sosial

semuanya terkejut dengan berbagai kondisi…","soft strategy ini the normal

new adalah sebuah istilah yang digunakan dalam kondisi setelah reda covid 19 dengan segala lifestyle baru dari bisnis hingga sosial

semuanya terkejut dengan berbagai kondisi…","soft strategy the 

 istilah kondisi reda covid 19 lifestyle bisnis sosial 

 terkejut kondisi …",positif
"@leamaya6 alhamdulillah ya noor sdh kembali ""new normal"" (😷 jaga jarak cuci tangan)

have a great day noor🤗😘🌻🌞","alhamdulillah ya noor sdh kembali ""new normal"" (😷 jaga jarak cuci tangan)

have a great day noor🤗😘🌻🌞","alhamdulillah ya noor sudah kembali ""new normal"" (😷 jaga jarak cuci tangan)

have a great day noor🤗😘🌻🌞","alhamdulillah noor "" "" ( 😷 jaga jarak cuci tangan ) 

 have a great day noor 🤗 😘 🌻 🌞",positif
that 1043 kasus/day padahal baru awal new normal,that 1043 kasus/day padahal baru awal,that 1043 kasus/day padahal baru awal,that 1043 / day,negatif
"new normal, booking sekarang bayar nanti! hanya di podomoro park https://t.co/mvsqntu3u1","normal, booking sekarang bayar nanti! hanya di podomoro park","normal, booking sekarang bayar nanti! hanya di podomoro park",", booking bayar ! podomoro park",netral
"@puspen_tni @murtadhaoneee kita bisa... 
semangat... 
indonesia melawan corona dengan
new normal 
#tnipolrisoliduntuknegeri 
#tnipeduli 
#bersatulawancovid19 
#sinergitashadapicovid19","kita bisa... semangat... indonesia melawan corona dengan
new #tnipolrisoliduntuknegeri #tnipeduli #bersatulawancovid19 #sinergitashadapicovid19","kita bisa... semangat... indonesia melawan corona dengan
new #tnipolrisoliduntuknegeri #tnipeduli #bersatulawancovid19 #sinergitashadapicovid19","... semangat ... indonesia melawan corona 
 #tnipolrisoliduntuknegeri #tnipeduli #bersatulawancovid19 #sinergitashadapicovid19",positif
"ya kok bisa sih cepat marah karena hal sepele, ayo dong masalah di dunia itu banyak banget, new normal covid, george floyd, jobless, tdk kelar wisuda, masalah ga gajian. masa' marah karena ga di read chat pdhl cuma 5 menit, marah mie pake sawi , marah krn foto ig nya ga dilike,he","ya kok bisa sih cepat marah karena hal sepele, ayo dong masalah di dunia itu banyak banget, covid, george floyd, jobless, tdk kelar wisuda, masalah ga gajian. masa' marah karena ga di read chat pdhl cuma 5 menit, marah mie pake sawi , marah krn foto ig nya ga dilike,he","ya kok bisa sih cepat marah karena hal sepele, ayo dong masalah di dunia itu banyak banget, covid, george floyd, jobless, tidak kelar wisuda, masalah enggak gajian. masa' marah karena enggak di read chat padahal cuma 5 menit, marah mie pakai sawi , marah karena foto ig nya enggak dilike,he","cepat marah sepele , ayo dunia , covid , george floyd , jobless , kelar wisuda , gajian . ' marah read chat 5 menit , marah mie pakai sawi , marah foto ig dilike , he",netral
"bekasi menggeliat, galang enterprise gelar latpres new normal 14 juni 2020 https://t.co/mwrigwt4fj","bekasi menggeliat, galang enterprise gelar latpres 14 juni 2020","bekasi menggeliat, galang enterprise gelar latpres 14 juni 2020","bekasi menggeliat , galang enterprise gelar latpres 14 juni    2020",positif
"generasi milenial harus optimis menatap era new normal pandemik covid-19

https://t.co/5xw35ku96c",generasi milenial harus optimis menatap era pandemik,generasi milenial harus optimis menatap era pandemik,generasi milenial optimis menatap era pandemik,positif
